child_id,parent_id,link_type,degree,betweenness,closeness
ix4s7hf,yxuing,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4s7nj,iwp9ey2,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4san6,ix4byai,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix4saxs,ix4a6z6,reply to a comment,4.50034877703022e-05,2.5316993570152e-09,3.750290647525183e-05
ix4se5l,iwpckoe,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4sfff,ix4pqgh,reply to a comment,2.25017438851511e-05,0.0,3.937805179901443e-05
ix4sgk3,iwpdefj,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix4sl8e,z0crn9,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4sm2l,z054ax,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
ix4sq11,ix4orkg,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4sq48,z0cse9,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4stg9,z0csxk,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix4t01c,iwwk995,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.857441808883045e-05
ix4t3hx,ix4q7b6,reply to a comment,9.00069755406044e-05,1.01267974280608e-08,3.600279021624176e-05
ix4t50j,ix2sgq3,reply to a comment,9.00069755406044e-05,6.076078456836481e-09,3.600279021624176e-05
ix4t6oj,ix4jhle,reply to a comment,9.00069755406044e-05,4.05071897122432e-08,4.000310024026862e-05
ix4tbkh,ix4mt9d,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix4tlyq,ix4stg9,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix4tmd7,z0cxpa,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4tpty,ix46831,reply to a comment,4.50034877703022e-05,2.126627459892768e-08,3.857441808883045e-05
ix4ts1x,z0cynm,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4ttcj,z09so4,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4txiv,z0czic,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4txnh,ix4htnb,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix4u0x0,ix12zhz,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix4u8ut,z09o6j,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4u9ws,yzladl,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4uh1k,z0d2jy,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4uhfd,z014f0,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix4uiia,z054ax,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix4ul4o,ix4eqfg,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4utyl,ix20r1x,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4uuay,ix4bfwb,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4uxmy,ix4drvi,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix4uxq8,z09o6j,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4v258,ix4mt9d,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix4v63w,ix3u3yj,reply to a comment,2.25017438851511e-05,0.0,3.857441808883045e-05
ix4v6wk,ix4kmfi,reply to a comment,4.50034877703022e-05,4.05071897122432e-09,3.600279021624176e-05
ix4v7q8,z0d6zu,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4v9k1,z01e4q,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
ix4vbdy,ix3vrsc,reply to a comment,2.25017438851511e-05,0.0,3.937805179901443e-05
ix4vfeb,ix31jj0,reply to a comment,4.50034877703022e-05,2.5316993570152e-09,3.750290647525183e-05
ix4vgwi,z09o6j,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
ix4vhu7,ix3gwyf,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4vkb6,iwxzkp3,reply to a comment,6.75052316554533e-05,1.01267974280608e-08,3.600279021624176e-05
ix4vngf,ix4ncui,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
ix4vt3p,z0dajn,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4vvug,yxnbra,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix4vx8x,ix4t01c,reply to a comment,2.25017438851511e-05,0.0,3.937805179901443e-05
ix4vxh0,ix4vfeb,reply to a comment,2.25017438851511e-05,0.0,3.857441808883045e-05
ix4vz64,ix4t6oj,reply to a comment,4.50034877703022e-05,4.55705884262736e-09,4.050313899327198e-05
ix4w14t,iwvpftp,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.857441808883045e-05
ix4w6r1,iwzq78g,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4wh27,ix4vz64,reply to a comment,2.25017438851511e-05,0.0,4.091226160936564e-05
ix4wj5f,ix335ve,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4wn4z,z0dfcx,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4wpf2,iwze18l,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix4wpju,ix4jafg,reply to a comment,4.50034877703022e-05,1.3671176527882082e-08,3.375261582772665e-05
ix4wpst,ix3tf18,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.857441808883045e-05
ix4wyri,z0dajn,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix4wzhs,iws4wht,reply to a comment,4.50034877703022e-05,4.05071897122432e-09,3.600279021624176e-05
ix4x4uy,ix3bc6w,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4xdzc,ix2ovk8,reply to a comment,2.25017438851511e-05,0.0,3.857441808883045e-05
ix4xeru,ix3a4uz,reply to a comment,2.25017438851511e-05,0.0,4.2003255252282057e-05
ix4xf7o,z0djtc,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4xibt,yzymbn,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4xikx,ix4wpju,reply to a comment,4.50034877703022e-05,1.620287588489728e-08,3.600279021624176e-05
ix4xj1x,ix4t50j,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix4xjo0,iwsnsp0,reply to a comment,6.75052316554533e-05,4.55705884262736e-09,3.375261582772665e-05
ix4xm2a,z08maf,reply to a submission,9.00069755406044e-05,7.088758199642561e-09,3.0002325180201466e-05
ix4xok1,iwssl62,reply to a comment,0.0001125087194257555,8.10143794244864e-09,3.600279021624176e-05
ix4xs5v,ix4xikx,reply to a comment,6.75052316554533e-05,1.7721895499106403e-08,3.750290647525183e-05
ix4y2wd,ix4mxat,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix4y3mp,ix4vgwi,reply to a comment,6.75052316554533e-05,3.0380392284182405e-09,3.375261582772665e-05
ix4y4ld,ix4gmic,reply to a comment,4.50034877703022e-05,4.05071897122432e-09,3.600279021624176e-05
ix4y4xq,ix3pmhm,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4yae5,ix3l5p2,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix4yda4,iwu3owd,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix4yedv,ix4fpjq,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix4yjan,yzxs45,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4yjc2,z0dqek,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4yne7,ix4sm2l,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix4ynom,iwzl6vh,reply to a comment,4.50034877703022e-05,2.5316993570152e-09,3.750290647525183e-05
ix4yplw,ix2bpae,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix4ysh0,iwu3owd,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix4z1wj,z0dtgf,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4z3sa,ix27rli,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix4z3tx,ix4heht,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix4zklw,yz6ndp,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4zn89,z09so4,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix4zqk0,ix1t09g,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix4zvtt,ix4saxs,reply to a comment,2.25017438851511e-05,0.0,3.857441808883045e-05
ix5011i,z0dz6v,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix50144,ix4xs5v,reply to a comment,4.50034877703022e-05,1.2152156913672962e-08,3.857441808883045e-05
ix502yk,ix4xs5v,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.857441808883045e-05
ix504hq,yyzwit,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix505rr,ix4y3mp,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix505tr,ix3g9j6,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix506f0,z0e014,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix506qz,iwz98ro,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix50761,yzlpcc,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix508mw,ix4ah75,reply to a comment,2.25017438851511e-05,0.0,3.857441808883045e-05
ix50aeo,yxsh1y,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix50edw,ix4wyri,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix50gsr,ix502yk,reply to a comment,2.25017438851511e-05,0.0,3.937805179901443e-05
ix50jrb,iwzv3t1,reply to a comment,2.25017438851511e-05,0.0,3.937805179901443e-05
ix50kc8,ix4t50j,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix50mt7,z0apcl,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
ix50p4l,ix50144,reply to a comment,4.50034877703022e-05,1.063313729946384e-08,3.937805179901443e-05
ix50qv9,yxnbra,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix50tr8,yzu3eg,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix50xi2,ix2sgq3,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix50yi6,yxsh1y,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix510wc,z0e53q,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix514h8,z0e5ri,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix51bel,z081ov,reply to a submission,4.50034877703022e-05,4.05071897122432e-09,3.0002325180201466e-05
ix51bqx,ix0o8ej,reply to a comment,4.50034877703022e-05,2.5316993570152e-09,3.750290647525183e-05
ix51c8m,ix4xm2a,reply to a comment,6.75052316554533e-05,4.55705884262736e-09,3.375261582772665e-05
ix51jf0,iww8k85,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix51n5w,ix1twcx,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix51qud,ix4t6oj,reply to a comment,4.50034877703022e-05,1.822823537050944e-08,4.050313899327198e-05
ix51t39,z0e9qg,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix51tc8,z0e9s9,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix51y8k,iwu14eq,reply to a comment,6.75052316554533e-05,6.076078456836481e-09,3.600279021624176e-05
ix51zge,z0eaph,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix520ud,z0eawl,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix5278g,iwyazwp,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix527bb,ix3w3l4,reply to a comment,4.50034877703022e-05,1.51901961420912e-08,3.750290647525183e-05
ix52a6a,z0ecer,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix52bpb,ix4pqgh,reply to a comment,4.50034877703022e-05,1.4177516399285122e-08,3.937805179901443e-05
ix52er5,z0ed6u,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix52fv4,iwxg8u7,reply to a comment,9.00069755406044e-05,1.01267974280608e-08,3.750290647525183e-05
ix52fw0,ix1rffl,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix52lof,z0eeha,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix52m84,ix4526t,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix52os4,ix4n3za,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
ix52tus,yxuing,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix52ura,z0dajn,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
ix52xwc,ix4txnh,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix52z0b,ix4uxmy,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix530zt,z0dtgf,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix53389,z02885,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix535d6,ix2wdca,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix535j8,iwxxufc,reply to a comment,6.75052316554533e-05,8.10143794244864e-09,3.600279021624176e-05
ix53ar0,ix51c8m,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix53ay1,ix53389,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix53epa,iwp94q9,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix53gnr,ix3qzyn,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix53i4f,ix2e4x1,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix53ju0,ix4xjo0,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
ix53s06,ix4nc04,reply to a comment,4.50034877703022e-05,1.113947717086688e-08,4.125319712277701e-05
ix53vwh,z0em15,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix53yev,z09hir,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix53z0z,ix51bel,reply to a comment,4.50034877703022e-05,4.55705884262736e-09,3.375261582772665e-05
ix53zt7,ix44x5l,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.375261582772665e-05
ix5408d,iwwp59t,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix5451f,z02885,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix546zh,z0emwp,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix547zr,iwtt8yv,reply to a comment,6.75052316554533e-05,6.076078456836481e-09,3.375261582772665e-05
ix549bh,ix51qud,reply to a comment,9.00069755406044e-05,1.51901961420912e-08,4.091226160936564e-05
ix549f2,z07azz,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix54awt,ix52bpb,reply to a comment,4.50034877703022e-05,1.2152156913672962e-08,4.000310024026862e-05
ix54hib,ix4xm2a,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix54jzh,ix4oga2,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
ix54m4b,yxuing,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix54nsj,ix50mt7,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix54ofh,z0eqgu,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix54q37,ix4lmub,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix54q5t,z0epv6,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix54sst,ix4lmub,reply to a comment,6.75052316554533e-05,1.2152156913672962e-08,3.375261582772665e-05
ix54vab,ix3chzr,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix54w1d,ix3chzr,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix54z1e,iwxpn8s,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix5513d,ix38u8q,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix5520u,ix54hib,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix554y6,ix4t3hx,reply to a comment,4.50034877703022e-05,5.0633987140304e-09,3.750290647525183e-05
ix559qj,iwuyn6v,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix55ce0,iwrxukk,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix55cef,z0eth0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix55e6l,ix4t6oj,reply to a comment,4.50034877703022e-05,9.11411768525472e-09,4.050313899327198e-05
ix55e75,ix4n5gl,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix55euv,yxkbs5,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix55hqi,iwxkudw,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix55jhx,ix2jrty,reply to a comment,9.00069755406044e-05,8.10143794244864e-09,3.600279021624176e-05
ix55l9s,ix4r5vu,reply to a comment,4.50034877703022e-05,4.05071897122432e-09,3.600279021624176e-05
ix55mxt,ix51c8m,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
ix55nge,z0eqgu,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
ix55pht,ix3i21z,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix55q8a,iwsqyce,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix55slu,iwsviii,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix55w6q,z0atwn,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix55wwp,ix4baz2,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
ix560k9,iwsk07w,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix560ls,ix2cx3e,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.857441808883045e-05
ix564be,ix459cu,reply to a comment,4.50034877703022e-05,4.55705884262736e-09,3.375261582772665e-05
ix565h4,z014f0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix565p7,iwtuwih,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix565q2,ix4nijv,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix5699c,iwrc1w2,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix56bik,ix54awt,reply to a comment,6.75052316554533e-05,9.11411768525472e-09,4.050313899327198e-05
ix56c4r,iwz48r5,reply to a comment,2.25017438851511e-05,0.0,3.937805179901443e-05
ix56clk,ix55l9s,reply to a comment,4.50034877703022e-05,2.5316993570152e-09,3.750290647525183e-05
ix56d6e,iwsim39,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix56g6o,z00z7j,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix56gzc,z0f0q2,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix56lf7,ix4oa0b,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix56md4,ix56bik,reply to a comment,2.25017438851511e-05,0.0,4.091226160936564e-05
ix56n6r,iwp94q9,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix56nye,iwyjpcr,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix56o2m,z0atwn,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix56qo2,iwwm6r5,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix56uqr,ix4gw6c,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix56v2h,ix52os4,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix56v7j,ix4yedv,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix56xs5,iwu7anv,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix56xtl,ix5451f,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix56yne,ix55nge,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix5717o,iwvvvs8,reply to a comment,6.75052316554533e-05,3.0380392284182405e-09,3.375261582772665e-05
ix577f3,iwu9cqt,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix579cj,ix4uiia,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix57auz,ix2eqck,reply to a comment,9.00069755406044e-05,2.4304313827345924e-08,4.000310024026862e-05
ix57bpb,yxofgp,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix57dad,iwtt8yv,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix57e3o,iwrmm2a,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix57inf,ix55e6l,reply to a comment,4.50034877703022e-05,5.0633987140304e-09,4.091226160936564e-05
ix57kfo,ix52m84,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix57l14,z0em15,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix57mh5,ix55wwp,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix57opa,ix50p4l,reply to a comment,4.50034877703022e-05,8.10143794244864e-09,4.000310024026862e-05
ix57r1v,z0f8dz,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix57vuu,iwsg4ep,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
ix57xbn,z0f9ep,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix57xs5,iwpy9rj,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix57z3u,z0f9p2,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix57zuo,z0atwn,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix581pd,yxmb3o,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix583xs,ix2aqsl,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix5879q,z0fawe,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix58bc0,z02885,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix58cnd,z0fbqa,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix58dnm,z0fbv0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix58drt,ix57inf,reply to a comment,2.25017438851511e-05,0.0,4.125319712277701e-05
ix58f8g,ix58bc0,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix58hms,z00x0d,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix58ia2,iwtm0nt,reply to a comment,4.50034877703022e-05,9.11411768525472e-09,3.857441808883045e-05
ix58ix6,z0fcp3,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix58jfa,z0czic,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix58jyt,ix4v6wk,reply to a comment,4.50034877703022e-05,2.5316993570152e-09,3.750290647525183e-05
ix58ll0,ix4l2ij,reply to a comment,2.25017438851511e-05,0.0,3.937805179901443e-05
ix58lsw,ix554y6,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.857441808883045e-05
ix58op6,iwxz18s,reply to a comment,2.25017438851511e-05,0.0,3.857441808883045e-05
ix58oqp,z0apcl,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix58srd,z09o6j,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix58x4c,ix57vuu,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix58yzj,ix4hnil,reply to a comment,2.25017438851511e-05,0.0,4.000310024026862e-05
ix5902h,z0fcp3,reply to a submission,6.75052316554533e-05,3.0380392284182405e-09,3.0002325180201466e-05
ix591q0,yxuing,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix592ix,ix5902h,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix592re,ix4roeg,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix594cz,iwt58si,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix595xg,iwxyivt,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix59age,z0fcp3,reply to a submission,6.75052316554533e-05,6.076078456836481e-09,3.0002325180201466e-05
ix59c24,yxofgp,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix59cu0,yxlay9,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix59d1r,ix54jzh,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
ix59d9w,iwyrs54,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix59edt,yxpntg,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
ix59gcr,ix4rrn7,reply to a comment,2.25017438851511e-05,0.0,4.050313899327198e-05
ix59hpf,z0fikz,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix59k7c,ix4lbpb,reply to a comment,0.0001125087194257555,1.01267974280608e-08,3.600279021624176e-05
ix59lyt,iwxzkp3,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
ix59r5w,ix58ia2,reply to a comment,6.75052316554533e-05,7.088758199642561e-09,3.937805179901443e-05
ix59rpj,z0fbqa,reply to a submission,4.50034877703022e-05,6.076078456836481e-09,3.0002325180201466e-05
ix59tst,z0f9ep,reply to a submission,6.75052316554533e-05,9.11411768525472e-09,3.0002325180201466e-05
ix59up7,ix58jfa,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ix59wjp,z0czic,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix59wlm,z0flbg,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix59zdb,z0fltp,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ix59zsw,z0f9ep,reply to a submission,6.75052316554533e-05,1.01267974280608e-08,3.0002325180201466e-05
ix5a474,z0fbqa,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
