child_id,parent_id,link_type,degree,betweenness,closeness
fzwm00c,i1doyd,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
fzwr8tm,i1doyd,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
fzwsu7b,fzwr8tm,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
fzwtil0,fzwsu7b,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
fzwtjcl,i1doyd,reply to a submission,4.50034877703022e-05,4.05071897122432e-09,3.0002325180201466e-05
fzyruyg,i1doyd,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
fzzctui,fzwm00c,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
fzzeo3z,i1doyd,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
g0bfdor,i376d8,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
g0bfy1u,g0bfdor,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
g0ewhdy,i376d8,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
g1mkc3h,ia4lhv,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
g1p2zu7,ia4lhv,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
g2gdvvb,ieh9o0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
g2gzq9p,ieh9o0,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
g2hcwqa,g2gzq9p,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
g2kdm20,ieh9o0,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
g2kr3q2,g2kdm20,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
g2ksbb4,g2kr3q2,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
g3ib3u7,ia4lhv,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gaxq24t,g1p2zu7,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gbkzisk,jpz45h,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gbm4trx,ieh9o0,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gbn9fh8,gbm4trx,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gbq7q84,gbkzisk,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gegjf3z,k5n83v,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
geh2mpr,gegjf3z,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gex872z,ieh9o0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gj99gqq,kxbxi4,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gj9b8gb,kxbxi4,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gj9gx8r,kxbxi4,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gj9q0r1,g2hcwqa,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gjayixz,kxbxi4,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gjd6hmk,kxbxi4,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gjdph5q,gjd6hmk,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
glvbon0,ieh9o0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gp2h0tr,lpu76g,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwrc06c,n3qqhi,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwrc44y,n3qfs1,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gwrdkde,n3qz5b,reply to a submission,6.75052316554533e-05,3.0380392284182405e-09,3.0002325180201466e-05
gwrjqh0,gwrdkde,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
gwrjx4b,n3qz5b,reply to a submission,0.0001350104633109066,5.0633987140304e-09,3.0002325180201466e-05
gwrkdep,gwrjqh0,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gwrn75n,n3qfs1,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwrsufs,gwrjx4b,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwrt89g,n3qz5b,reply to a submission,9.00069755406044e-05,3.0380392284182405e-09,3.0002325180201466e-05
gws8kv6,gwrt89g,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwsc0g4,n3qqwk,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwsfak5,gwrt89g,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwsg625,gwrjx4b,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwshhdp,n3tym7,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gwsm6j4,n3qz5b,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwswf1t,n3qz5b,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwsyan7,n3qz5b,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwt1v6y,gwshhdp,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwth1g1,n3zeka,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwthg5u,n3zeka,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
gwthtn3,n3tym7,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
gwtr78a,n44ybi,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwtrelb,n3zeka,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
gwts7so,n44ybi,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwtttf3,n3zeka,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gwtu8pp,gwthg5u,reply to a comment,6.75052316554533e-05,3.0380392284182405e-09,3.375261582772665e-05
gwtv43f,gwthtn3,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.375261582772665e-05
gwtvt3p,gwtu8pp,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gwtwyd7,n3tym7,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gwtylcq,gwtrelb,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
gwtz6y9,gwrjx4b,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwtzf0x,n3qz5b,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwtzmyx,gwtylcq,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gwu9o8a,gwtwyd7,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwudgjt,gwtv43f,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
gwuy9uf,gwrjx4b,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwvem0e,gwrc44y,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwvju1y,n4h4aa,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwvox7s,n4i37v,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwvpe7g,n4i6gv,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwvsypx,gwtu8pp,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gwvuy20,n44ybi,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gwvxns2,n44ybi,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gww44aq,n4lat9,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwwij1u,n3qfs1,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gwxh1j1,gwvuy20,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gwxim41,n3qfs1,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gx11iq8,n3qz5b,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gx1qv6i,n3qqhi,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gx213zi,n5gni0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gx27qyq,n5m0dt,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gx2w5fo,n3zeka,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gx40kra,n5m0dt,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gx42245,gx40kra,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gx4osg0,n5yikk,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
gx4pipi,gx4osg0,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.375261582772665e-05
gx4w1ag,n5m0dt,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gx549ut,gx4pipi,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
gx55129,gx549ut,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
gx5arys,n5yikk,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gx5itii,gx5arys,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gx69p5r,n5m0dt,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gx69rnq,n5yikk,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gx6bx5i,gx69rnq,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gx7ihkv,n5yikk,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gx83cui,gx7ihkv,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gx8ig84,n6oufw,reply to a submission,6.75052316554533e-05,6.076078456836481e-09,3.0002325180201466e-05
gx8ikzh,gx8ig84,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gx8v7x7,gx8ig84,reply to a comment,6.75052316554533e-05,6.076078456836481e-09,3.375261582772665e-05
gx8wuyh,gx8v7x7,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gx926k9,n6oufw,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gx9ieke,n6oufw,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
gx9jxl1,gx9ieke,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gx9n0mt,gx8v7x7,reply to a comment,4.50034877703022e-05,4.05071897122432e-09,3.600279021624176e-05
gx9o68p,n6oufw,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
gx9qfm1,gx9n0mt,reply to a comment,4.50034877703022e-05,2.5316993570152e-09,3.750290647525183e-05
gx9qxly,gx9o68p,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
gx9r6ae,gx9qfm1,reply to a comment,2.25017438851511e-05,0.0,3.857441808883045e-05
gx9rf8u,gx9qxly,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gxandqo,n6oufw,reply to a submission,9.00069755406044e-05,4.05071897122432e-09,3.0002325180201466e-05
gxcepqf,n6oufw,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gxcjw9n,gwudgjt,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
gxck3a3,gx9ieke,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxck668,n6oufw,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gxclj54,gxck668,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxdd1u9,gwrdkde,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxdkt79,gxandqo,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxdspv0,gxandqo,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
gxeg4lq,gxdspv0,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gxeikbs,gxandqo,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxh1g03,n882b0,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gxhes2c,gxh1g03,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxhey2l,n882b0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gxho701,n8cunp,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
gxi59nt,n8cunp,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gxi88h7,gxho701,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
gxiflqk,gxi88h7,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gxihtie,n5m0dt,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gxiia05,gwtttf3,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxiqyqx,n5m0dt,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
gxj8mwb,n5m0dt,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gxk76w7,gxj8mwb,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxk77yv,gxiqyqx,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gxkzvlj,n8y562,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gxl652x,n8y562,reply to a submission,4.50034877703022e-05,5.0633987140304e-09,3.0002325180201466e-05
gxl9fo9,gxl652x,reply to a comment,9.00069755406044e-05,6.076078456836481e-09,3.375261582772665e-05
gxlbwwc,gxl9fo9,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gxlucqx,gxl9fo9,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
gxmjs98,gxlucqx,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
gxouax7,n8y562,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gxp5eit,n5yikk,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gy2nfk6,gx926k9,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gy2nsc6,gxcepqf,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gy2oa1m,n6oufw,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
gy2oj3l,gy2oa1m,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gy2qvxz,nb3ur2,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gy3taai,nbwzej,reply to a submission,6.75052316554533e-05,3.0380392284182405e-09,3.0002325180201466e-05
gy3td87,nbwzej,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
gy4357s,gy3taai,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gy44lba,gy3taai,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
gy5twsu,gy44lba,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gy5upej,nbwzej,reply to a submission,6.75052316554533e-05,3.0380392284182405e-09,3.0002325180201466e-05
gy68t61,gy5upej,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gy6n3c4,nbwzej,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
gy754bi,gy6n3c4,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gy9aw0b,gy5upej,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
gy9xx28,gy9aw0b,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
gygu3ng,n6oufw,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gysefwc,ngqafk,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gyuabgw,ngqafk,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gyun14k,gyuabgw,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gz1bnav,nibpkf,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gz1mp17,ngqafk,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
gz1mq2g,gy3td87,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gz1s6q9,gy3td87,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gz1sn0w,niho0e,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gz4nai2,nizrx1,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
gzclb1k,gy2oa1m,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gzf7pzf,gy6n3c4,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
gzf80cv,nbwzej,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h0d8tug,n5yikk,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h0twcs6,gz1mp17,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
h11mkof,gxiqyqx,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
h168o1v,nb3ur2,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h1pcl06,nl0xaw,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
h2i1kwl,o4l1if,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
h2i7cyc,h2i1kwl,reply to a comment,6.75052316554533e-05,3.0380392284182405e-09,3.375261582772665e-05
h2ko903,o4l1if,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h2ykdai,h2i7cyc,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
h311hwi,o4l1if,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h3163hg,o7qdyc,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h33p8u1,h2i7cyc,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
h34527b,o4l1if,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h34550n,h1pcl06,reply to a comment,6.75052316554533e-05,3.0380392284182405e-09,3.375261582772665e-05
h3458sz,nbwzej,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h34jqlh,h34550n,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
h4tcv5o,oi69s1,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h5tjtri,onre0b,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h68almk,ooylc5,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h6xz60y,otvjix,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h87m7u0,p0kcof,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
h89tp2z,h87m7u0,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
h89ycrh,h89tp2z,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
h91aqw6,p4us0k,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h9958we,p0kcof,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
h9dqq66,nl0xaw,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ha0vdjh,p9mnvf,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ha0vo1l,p9mnvf,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
ha0w6be,p9yrnu,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ha13faw,ha0vo1l,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ha1c121,ha0vo1l,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
ha31xiy,p9mnvf,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
ha79ktw,paqt4g,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hak1saf,o4l1if,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hass98h,n5m0dt,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hcfxzxb,p9mnvf,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hdviygm,n3tym7,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
he6vyft,puqi62,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hf1i1np,p9mnvf,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
hff03mg,h34550n,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
hg3snno,q52u58,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
hg4o710,q52u58,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hg4zpoc,hg3snno,reply to a comment,6.75052316554533e-05,3.0380392284182405e-09,3.375261582772665e-05
hgazlfu,q6bovq,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hgbjyxt,q6eo57,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hghznje,hg4zpoc,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
hh1k88k,qa9vf0,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hinvgwl,qj4cs4,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
hiozixf,hinvgwl,reply to a comment,4.50034877703022e-05,3.0380392284182405e-09,3.375261582772665e-05
hip5jjq,hiozixf,reply to a comment,4.50034877703022e-05,2.02535948561216e-09,3.600279021624176e-05
hiphy80,hip5jjq,reply to a comment,2.25017438851511e-05,0.0,3.750290647525183e-05
hir8y8o,qj4cs4,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hj02of0,hf1i1np,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
hj8d5nb,qma8p8,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hj8kbed,qma8p8,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
hj8ugie,qma8p8,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hj9idr3,hj8kbed,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
hj9ig1v,qmhb13,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hj9nrhz,qmhb13,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
hja7c7i,qmidpo,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hjanx91,qmidpo,reply to a submission,4.50034877703022e-05,3.0380392284182405e-09,3.0002325180201466e-05
hjc6b5c,qmidpo,reply to a submission,6.75052316554533e-05,2.02535948561216e-09,3.0002325180201466e-05
hjchqc4,hjc6b5c,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
hjd8szc,hj9nrhz,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
hje32tn,qmidpo,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hjnvqe9,qompr5,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
hjo4bbj,hjnvqe9,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
hjuh8ib,qpkj58,reply to a submission,6.75052316554533e-05,3.0380392284182405e-09,3.0002325180201466e-05
hjuk7sa,hjuh8ib,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
hjuk93b,qpkj58,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hkteph5,n6oufw,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hkwyg0c,hjo4bbj,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
hkwyoud,hjc6b5c,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
hky4wjk,p0kcof,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hky51v5,qmidpo,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
hkzrr0i,hky51v5,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
hkzs4us,hkzrr0i,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
hlt4a2y,hjuh8ib,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
hmiirid,r4s8jz,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
hmiiye0,hmiirid,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
hmioecu,r4s8jz,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hmiqnd0,r4s8jz,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hmjhqfa,r4s8jz,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hmk3hww,r4s8jz,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hmko9rf,r4s8jz,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hml7bql,r4s8jz,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hn2510s,r7xwf9,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hn25sv9,r7xwf9,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hpj57lo,n3tym7,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
hpjjji8,hpj57lo,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
hq9fh2n,hpjjji8,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
hqkch92,hlt4a2y,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
hr32wm7,rv4vd5,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
hr33hy9,rv4vd5,reply to a submission,4.50034877703022e-05,2.02535948561216e-09,3.0002325180201466e-05
hr36zpj,hr33hy9,reply to a comment,4.50034877703022e-05,1.5190196142091202e-09,3.375261582772665e-05
hr37eb3,hr36zpj,reply to a comment,2.25017438851511e-05,0.0,3.600279021624176e-05
hr3esyz,rv4vd5,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hr3uek4,rv4vd5,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hr3wc3s,rv4vd5,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
hraplqt,rv4vd5,reply to a submission,2.25017438851511e-05,0.0,3.0002325180201466e-05
htlvkrn,hr32wm7,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
htw6eyp,sawdu3,reply to a submission,4.50034877703022e-05,1.01267974280608e-09,3.0002325180201466e-05
htw7gt7,htw6eyp,reply to a comment,2.25017438851511e-05,0.0,3.375261582772665e-05
