node_id,degree,betweenness,closeness
gyun14k,2.2550456646747097e-05,0.0,3.006727552899613e-05
nibpkf,2.2550456646747097e-05,0.0,0.0
gz1bnav,2.2550456646747097e-05,0.0,2.2550456646747097e-05
gz1mp17,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
gz1mq2g,2.2550456646747097e-05,0.0,3.006727552899613e-05
gz1s6q9,2.2550456646747097e-05,0.0,3.006727552899613e-05
niho0e,2.2550456646747097e-05,0.0,0.0
gz1sn0w,2.2550456646747097e-05,0.0,2.2550456646747097e-05
nizrx1,2.2550456646747097e-05,0.0,0.0
gz4nai2,2.2550456646747097e-05,0.0,2.2550456646747097e-05
gzclb1k,2.2550456646747097e-05,0.0,3.006727552899613e-05
gzf7pzf,2.2550456646747097e-05,0.0,3.006727552899613e-05
gzf80cv,2.2550456646747097e-05,0.0,2.2550456646747097e-05
h0d8tug,2.2550456646747097e-05,0.0,2.2550456646747097e-05
h0twcs6,2.2550456646747097e-05,0.0,3.006727552899613e-05
h11mkof,2.2550456646747097e-05,0.0,3.006727552899613e-05
h168o1v,2.2550456646747097e-05,0.0,2.2550456646747097e-05
nl0xaw,4.5100913293494195e-05,0.0,0.0
h1pcl06,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
o4l1if,0.00011275228323373549,0.0,0.0
h2i1kwl,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
h2i7cyc,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
h2ko903,2.2550456646747097e-05,0.0,2.2550456646747097e-05
h2ykdai,2.2550456646747097e-05,0.0,3.3825684970120644e-05
h311hwi,2.2550456646747097e-05,0.0,2.2550456646747097e-05
o7qdyc,2.2550456646747097e-05,0.0,0.0
h3163hg,2.2550456646747097e-05,0.0,2.2550456646747097e-05
h33p8u1,2.2550456646747097e-05,0.0,3.3825684970120644e-05
h34527b,2.2550456646747097e-05,0.0,2.2550456646747097e-05
h34550n,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
h3458sz,2.2550456646747097e-05,0.0,2.2550456646747097e-05
h34jqlh,2.2550456646747097e-05,0.0,3.3825684970120644e-05
oi69s1,2.2550456646747097e-05,0.0,0.0
h4tcv5o,2.2550456646747097e-05,0.0,2.2550456646747097e-05
onre0b,2.2550456646747097e-05,0.0,0.0
h5tjtri,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ooylc5,2.2550456646747097e-05,0.0,0.0
h68almk,2.2550456646747097e-05,0.0,2.2550456646747097e-05
otvjix,2.2550456646747097e-05,0.0,0.0
h6xz60y,2.2550456646747097e-05,0.0,2.2550456646747097e-05
p0kcof,6.765136994024129e-05,0.0,0.0
h87m7u0,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
h89tp2z,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
h89ycrh,2.2550456646747097e-05,0.0,3.3825684970120644e-05
p4us0k,2.2550456646747097e-05,0.0,0.0
h91aqw6,2.2550456646747097e-05,0.0,2.2550456646747097e-05
h9958we,2.2550456646747097e-05,0.0,2.2550456646747097e-05
h9dqq66,2.2550456646747097e-05,0.0,2.2550456646747097e-05
p9mnvf,0.00011275228323373549,0.0,0.0
ha0vdjh,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ha0vo1l,6.765136994024129e-05,1.017069125326858e-09,2.2550456646747097e-05
p9yrnu,2.2550456646747097e-05,0.0,0.0
ha0w6be,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ha13faw,2.2550456646747097e-05,0.0,3.006727552899613e-05
ha1c121,2.2550456646747097e-05,0.0,3.006727552899613e-05
ha31xiy,2.2550456646747097e-05,0.0,2.2550456646747097e-05
paqt4g,2.2550456646747097e-05,0.0,0.0
ha79ktw,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hak1saf,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hass98h,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hcfxzxb,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hdviygm,2.2550456646747097e-05,0.0,2.2550456646747097e-05
puqi62,2.2550456646747097e-05,0.0,0.0
he6vyft,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hf1i1np,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
hff03mg,2.2550456646747097e-05,0.0,3.3825684970120644e-05
q52u58,4.5100913293494195e-05,0.0,0.0
hg3snno,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
hg4o710,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hg4zpoc,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
q6bovq,2.2550456646747097e-05,0.0,0.0
hgazlfu,2.2550456646747097e-05,0.0,2.2550456646747097e-05
q6eo57,2.2550456646747097e-05,0.0,0.0
hgbjyxt,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hghznje,2.2550456646747097e-05,0.0,3.3825684970120644e-05
qa9vf0,2.2550456646747097e-05,0.0,0.0
hh1k88k,2.2550456646747097e-05,0.0,2.2550456646747097e-05
qj4cs4,4.5100913293494195e-05,0.0,0.0
hinvgwl,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
hiozixf,4.5100913293494195e-05,2.034138250653716e-09,3.006727552899613e-05
hip5jjq,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
hiphy80,2.2550456646747097e-05,0.0,3.6080730634795355e-05
hir8y8o,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hj02of0,2.2550456646747097e-05,0.0,3.006727552899613e-05
qma8p8,9.020182658698839e-05,0.0,0.0
hj8d5nb,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hj8kbed,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
hj8ugie,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hj9idr3,2.2550456646747097e-05,0.0,3.006727552899613e-05
qmhb13,4.5100913293494195e-05,0.0,0.0
hj9ig1v,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hj9nrhz,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
qmidpo,0.00011275228323373549,0.0,0.0
hja7c7i,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hjanx91,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
hjc6b5c,6.765136994024129e-05,1.017069125326858e-09,2.2550456646747097e-05
hjchqc4,2.2550456646747097e-05,0.0,3.006727552899613e-05
hjd8szc,2.2550456646747097e-05,0.0,3.006727552899613e-05
hje32tn,2.2550456646747097e-05,0.0,2.2550456646747097e-05
qompr5,2.2550456646747097e-05,0.0,0.0
hjnvqe9,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
hjo4bbj,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
qpkj58,6.765136994024129e-05,0.0,0.0
hjuh8ib,6.765136994024129e-05,1.5256036879902868e-09,2.2550456646747097e-05
hjuk7sa,2.2550456646747097e-05,0.0,3.006727552899613e-05
hjuk93b,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hkteph5,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hkwyg0c,2.2550456646747097e-05,0.0,3.3825684970120644e-05
hkwyoud,2.2550456646747097e-05,0.0,3.006727552899613e-05
hky4wjk,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hky51v5,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
hkzrr0i,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
hkzs4us,2.2550456646747097e-05,0.0,3.3825684970120644e-05
hlt4a2y,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
r4s8jz,0.0001578531965272297,0.0,0.0
hmiirid,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
hmiiye0,2.2550456646747097e-05,0.0,3.006727552899613e-05
hmioecu,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hmiqnd0,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hmjhqfa,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hmk3hww,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hmko9rf,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hml7bql,2.2550456646747097e-05,0.0,2.2550456646747097e-05
r7xwf9,4.5100913293494195e-05,0.0,0.0
hn2510s,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hn25sv9,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hpj57lo,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
hpjjji8,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
hq9fh2n,2.2550456646747097e-05,0.0,3.3825684970120644e-05
hqkch92,2.2550456646747097e-05,0.0,3.3825684970120644e-05
rv4vd5,0.00013530273988048258,0.0,0.0
hr32wm7,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
hr33hy9,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
hr36zpj,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
hr37eb3,2.2550456646747097e-05,0.0,3.3825684970120644e-05
hr3esyz,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hr3uek4,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hr3wc3s,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hraplqt,2.2550456646747097e-05,0.0,2.2550456646747097e-05
htlvkrn,2.2550456646747097e-05,0.0,3.006727552899613e-05
sawdu3,6.765136994024129e-05,0.0,0.0
htw6eyp,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
htw7gt7,2.2550456646747097e-05,0.0,3.006727552899613e-05
htwjtc7,0.00013530273988048258,2.542672813317145e-09,2.2550456646747097e-05
htwm1a5,2.2550456646747097e-05,0.0,3.006727552899613e-05
htwp3xy,2.2550456646747097e-05,0.0,3.006727552899613e-05
htxs8hv,2.2550456646747097e-05,0.0,2.2550456646747097e-05
htyj7sv,2.2550456646747097e-05,0.0,3.006727552899613e-05
hu2bakg,2.2550456646747097e-05,0.0,3.006727552899613e-05
huclsia,2.2550456646747097e-05,0.0,3.006727552899613e-05
se9ll8,4.5100913293494195e-05,0.0,0.0
hui4jm5,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
hui4r3c,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
huig3d9,2.2550456646747097e-05,0.0,3.3825684970120644e-05
hujm8mp,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hvc4wct,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
hwsv044,2.2550456646747097e-05,0.0,2.2550456646747097e-05
sskm6u,6.765136994024129e-05,0.0,0.0
hwylcgb,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hwzw8rr,2.2550456646747097e-05,0.0,2.2550456646747097e-05
hx15ow7,6.765136994024129e-05,1.5256036879902868e-09,2.2550456646747097e-05
hx2pv87,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
hx2wcog,2.2550456646747097e-05,0.0,3.3825684970120644e-05
hx388mq,2.2550456646747097e-05,0.0,3.006727552899613e-05
t2v6k0,2.2550456646747097e-05,0.0,0.0
hyoi6ts,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i0xvpmd,2.2550456646747097e-05,0.0,3.3825684970120644e-05
i2ulsfm,6.765136994024129e-05,1.017069125326858e-09,2.2550456646747097e-05
i2wd5zx,2.2550456646747097e-05,0.0,3.006727552899613e-05
u1jt1j,2.2550456646747097e-05,0.0,0.0
i4cqglg,2.2550456646747097e-05,0.0,2.2550456646747097e-05
u1kwhd,0.00013530273988048258,0.0,0.0
i4d0lcq,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i4d72gr,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
i4d7x3s,2.2550456646747097e-05,0.0,2.2550456646747097e-05
u1smsp,2.2550456646747097e-05,0.0,0.0
i4eb5co,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i4enuo7,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i4fui4v,2.2550456646747097e-05,0.0,2.2550456646747097e-05
u29zbm,2.2550456646747097e-05,0.0,0.0
i4hfajr,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i4hfhk5,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
i4hg0xo,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
u2ac4h,0.00018040365317397678,0.0,0.0
i4hhv3h,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i4hqfct,2.2550456646747097e-05,0.0,3.006727552899613e-05
i4i0k83,2.2550456646747097e-05,0.0,3.3825684970120644e-05
i4i4no1,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
i4ihuy9,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
i4ioq5x,2.2550456646747097e-05,0.0,3.3825684970120644e-05
i4jc79j,2.2550456646747097e-05,0.0,2.2550456646747097e-05
u2qw1t,2.2550456646747097e-05,0.0,0.0
i4kdep6,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i4lg875,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i4lrmha,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i4utgjp,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ng0mm2,2.2550456646747097e-05,0.0,0.0
i53fbyi,2.2550456646747097e-05,0.0,2.2550456646747097e-05
i6oj2tg,2.2550456646747097e-05,0.0,3.006727552899613e-05
i6ojduk,2.2550456646747097e-05,0.0,3.006727552899613e-05
