node_id,degree,betweenness,closeness
ibqqk7m,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ibqryqu,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ibqs0fv,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ibqs6jn,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibra158,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ibrb8sn,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibrcugm,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibrdxwj,6.765136994024129e-05,2.542672813317145e-09,2.2550456646747097e-05
ibreg45,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibres57,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibrjg08,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
ibs3q3m,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ibs3xxu,2.2550456646747097e-05,0.0,3.006727552899613e-05
v8n7vf,2.2550456646747097e-05,0.0,0.0
ibs8ynv,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ibsdlsm,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibsvl7y,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ibsweml,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ibtv1ru,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ibu6v4j,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ibub98p,4.5100913293494195e-05,3.0512073759805737e-09,3.006727552899613e-05
ibubmn4,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibunbsv,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibuxjcg,4.5100913293494195e-05,3.0512073759805737e-09,3.006727552899613e-05
ibvsx7p,4.5100913293494195e-05,3.0512073759805737e-09,3.3825684970120644e-05
v964zw,4.5100913293494195e-05,0.0,0.0
ibwc0uq,6.765136994024129e-05,1.017069125326858e-09,2.2550456646747097e-05
ibwckny,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ibwg7yf,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibwgibt,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibwgocf,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibwgye4,4.5100913293494195e-05,2.034138250653716e-09,3.6080730634795355e-05
ibxu5wx,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
ibxu64y,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ibxumsu,2.2550456646747097e-05,0.0,3.006727552899613e-05
ibxutdl,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
ibyg13p,2.2550456646747097e-05,0.0,3.6080730634795355e-05
ibyivbj,2.2550456646747097e-05,0.0,3.758409441124516e-05
ic0x6yh,2.2550456646747097e-05,0.0,3.006727552899613e-05
vafcqt,9.020182658698839e-05,0.0,0.0
ic2dxnf,6.765136994024129e-05,2.034138250653716e-09,2.2550456646747097e-05
ic2zsc9,2.2550456646747097e-05,0.0,3.006727552899613e-05
ic3dbb3,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ic3mka6,2.2550456646747097e-05,0.0,3.006727552899613e-05
ic5nrw5,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vbf7ho,0.00027060547976096516,0.0,0.0
ic7rtee,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ic860m1,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ic8g3zl,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
ic8hn83,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
ic8lw90,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ic8v9l1,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ic8w6x8,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ic8xspy,6.765136994024129e-05,2.542672813317145e-09,2.2550456646747097e-05
ic90blo,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ic9zm95,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
icaf6cx,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icapdgz,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
icaug9w,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icb8jnw,2.2550456646747097e-05,0.0,3.3825684970120644e-05
icb8v0y,4.5100913293494195e-05,3.0512073759805737e-09,3.3825684970120644e-05
icb93g2,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icb9fc8,2.2550456646747097e-05,0.0,3.3825684970120644e-05
icbai06,4.5100913293494195e-05,2.034138250653716e-09,3.6080730634795355e-05
icbdnie,2.2550456646747097e-05,0.0,3.3825684970120644e-05
icbeysg,2.2550456646747097e-05,0.0,3.758409441124516e-05
icbfp1w,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icbhz39,4.5100913293494195e-05,2.034138250653716e-09,3.006727552899613e-05
icbilti,2.2550456646747097e-05,0.0,3.006727552899613e-05
iccrrbd,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
icd07d0,2.2550456646747097e-05,0.0,3.6080730634795355e-05
icfiqab,4.5100913293494195e-05,2.034138250653716e-09,3.006727552899613e-05
icfisun,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icfozrr,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
icgcx03,2.2550456646747097e-05,0.0,3.3825684970120644e-05
icger4i,2.2550456646747097e-05,0.0,3.6080730634795355e-05
vd4jy1,0.0001578531965272297,0.0,0.0
ici4jk5,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ici9p7j,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
icid1oa,2.2550456646747097e-05,0.0,3.006727552899613e-05
iciwjr0,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iciz6h9,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icj2owp,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icjblqg,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vddrca,6.765136994024129e-05,0.0,0.0
icjq65g,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
icjq7h5,2.2550456646747097e-05,0.0,3.006727552899613e-05
icjrnp7,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
icjrosz,2.2550456646747097e-05,0.0,3.006727552899613e-05
ickmtnm,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ickpi5t,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iclesfh,4.5100913293494195e-05,2.034138250653716e-09,2.2550456646747097e-05
icmf28a,4.5100913293494195e-05,3.0512073759805737e-09,3.006727552899613e-05
icnbw39,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vdyhdj,6.765136994024129e-05,0.0,0.0
icno5pr,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
icnr5mv,2.2550456646747097e-05,0.0,3.006727552899613e-05
icp8vo9,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icth1yt,4.5100913293494195e-05,3.0512073759805737e-09,3.3825684970120644e-05
icth2sl,4.5100913293494195e-05,2.034138250653716e-09,3.6080730634795355e-05
vf2z8h,2.2550456646747097e-05,0.0,0.0
ictnf1v,9.020182658698839e-05,4.576811063970861e-09,2.2550456646747097e-05
icu6krf,2.2550456646747097e-05,0.0,3.006727552899613e-05
icu9h3i,6.765136994024129e-05,6.102414751961147e-09,3.006727552899613e-05
icum430,4.5100913293494195e-05,6.102414751961147e-09,3.3825684970120644e-05
icurri7,4.5100913293494195e-05,6.102414751961147e-09,3.6080730634795355e-05
icutu1l,6.765136994024129e-05,5.08534562663429e-09,3.758409441124516e-05
vfd982,2.2550456646747097e-05,0.0,0.0
icv3ja8,2.2550456646747097e-05,0.0,2.2550456646747097e-05
icv5ruh,2.2550456646747097e-05,0.0,3.758409441124516e-05
icveja4,2.2550456646747097e-05,0.0,3.8657925680137875e-05
icvizyp,2.2550456646747097e-05,0.0,3.006727552899613e-05
id1a6la,2.2550456646747097e-05,0.0,2.2550456646747097e-05
id6l9wx,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vlof19,2.2550456646747097e-05,0.0,0.0
idwmkip,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iemj78n,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vq52fc,2.2550456646747097e-05,0.0,0.0
ien2q5e,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vqf1sn,0.00033825684970120647,0.0,0.0
ieop5dq,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ieotvxa,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
iep2hic,4.5100913293494195e-05,2.034138250653716e-09,2.2550456646747097e-05
iep6dmh,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iepbkeu,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iepc4bz,4.5100913293494195e-05,3.0512073759805737e-09,3.006727552899613e-05
iephccd,4.5100913293494195e-05,3.0512073759805737e-09,3.3825684970120644e-05
ieq2qvs,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ieq3o5b,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ieqh6o8,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ieqhau4,4.5100913293494195e-05,2.034138250653716e-09,3.6080730634795355e-05
ieqobdk,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ieqp95s,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ieqswn6,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
ieqt899,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ier7q1l,2.2550456646747097e-05,0.0,3.758409441124516e-05
iercegw,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ierew5d,2.2550456646747097e-05,0.0,3.006727552899613e-05
vqvatu,0.00011275228323373549,0.0,0.0
ieri0f0,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iery8lb,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ieryjcn,4.5100913293494195e-05,2.034138250653716e-09,2.2550456646747097e-05
ies5dkw,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iesdonp,4.5100913293494195e-05,3.0512073759805737e-09,3.006727552899613e-05
iese0bk,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iesk9x1,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ieslcds,2.2550456646747097e-05,0.0,3.006727552899613e-05
iet16mo,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vr910r,0.00013530273988048258,0.0,0.0
ietnsmm,4.5100913293494195e-05,2.034138250653716e-09,2.2550456646747097e-05
ietotof,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
ietpdfz,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ietqs7q,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
ietsudb,6.765136994024129e-05,3.0512073759805737e-09,3.006727552899613e-05
ietsvex,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
iettcpt,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ietzago,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ieu5f8b,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ieu8u3n,2.2550456646747097e-05,0.0,3.006727552899613e-05
ieuami0,2.2550456646747097e-05,0.0,3.6080730634795355e-05
iev4flj,2.2550456646747097e-05,0.0,3.3825684970120644e-05
vrrzrw,2.2550456646747097e-05,0.0,0.0
iewysps,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vrjv4y,0.00013530273988048258,0.0,0.0
iexamkx,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iexdv34,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
iexevt7,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iey2xrq,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ieyjq3g,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iezgbd4,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vv50mb,6.765136994024129e-05,0.0,0.0
ifir93b,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ifljjjv,2.2550456646747097e-05,0.0,2.2550456646747097e-05
vvxkco,0.0001578531965272297,0.0,0.0
ifmqerl,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ifn5yoz,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ifnde86,2.2550456646747097e-05,0.0,3.006727552899613e-05
ifndgp4,2.2550456646747097e-05,0.0,3.006727552899613e-05
ifpnwj9,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ifpq350,2.2550456646747097e-05,0.0,3.006727552899613e-05
ifr3sk6,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ig6d1ap,4.5100913293494195e-05,3.0512073759805737e-09,3.3825684970120644e-05
ig6f4si,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ig8znzt,4.5100913293494195e-05,2.034138250653716e-09,3.6080730634795355e-05
igd093r,2.2550456646747097e-05,0.0,3.758409441124516e-05
igdx8l5,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
ige2cni,2.2550456646747097e-05,0.0,3.3825684970120644e-05
igl4o2r,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ihfes8i,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ii1es7i,2.2550456646747097e-05,0.0,2.2550456646747097e-05
wh5ibj,0.00029315593640771224,0.0,0.0
ij3ousy,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ij3u5j6,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ij3y1c4,6.765136994024129e-05,2.034138250653716e-09,2.2550456646747097e-05
ij4tup2,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
ij4wn6r,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ij50qif,4.5100913293494195e-05,2.034138250653716e-09,2.2550456646747097e-05
ij58nhw,6.765136994024129e-05,3.0512073759805737e-09,3.006727552899613e-05
ij58s5n,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
ij58wsc,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ij65b1q,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ij65e5i,2.2550456646747097e-05,0.0,3.006727552899613e-05
ij78l7i,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
ij7e2fh,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
ij7txms,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ij7ukgh,2.2550456646747097e-05,0.0,3.6080730634795355e-05
ij7wbia,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ijatgzi,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ijfvb2g,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
ijfvhn0,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ijjogrt,2.2550456646747097e-05,0.0,3.006727552899613e-05
ijpx2dp,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ijpx408,2.2550456646747097e-05,0.0,3.3825684970120644e-05
wkyzng,0.00013530273988048258,0.0,0.0
ijq2njv,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ijqacq2,4.5100913293494195e-05,1.5256036879902868e-09,2.2550456646747097e-05
ijqdl9s,6.765136994024129e-05,2.034138250653716e-09,2.2550456646747097e-05
ijqdyws,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ijqhucc,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ijqog7z,4.5100913293494195e-05,2.034138250653716e-09,3.006727552899613e-05
ijqowci,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ijqtcy9,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
ijqv6sv,6.765136994024129e-05,1.017069125326858e-09,2.2550456646747097e-05
ijr61ph,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
ijrb7cl,6.765136994024129e-05,1.5256036879902868e-09,2.2550456646747097e-05
ijrjfv9,2.2550456646747097e-05,0.0,3.006727552899613e-05
ijrk4f1,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ijro26a,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ijrt8hg,2.2550456646747097e-05,0.0,3.6080730634795355e-05
ijs1eje,2.2550456646747097e-05,0.0,3.006727552899613e-05
ijs9xro,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
ijsf3ts,2.2550456646747097e-05,0.0,3.006727552899613e-05
ijsh6o0,2.2550456646747097e-05,0.0,2.2550456646747097e-05
wlfplu,2.2550456646747097e-05,0.0,0.0
ijuke4h,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ijwqlvk,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ijwqpfq,2.2550456646747097e-05,0.0,3.006727552899613e-05
ijwqx1g,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ikel35z,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ikjgynk,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ikwdx10,2.2550456646747097e-05,0.0,3.3825684970120644e-05
wvqpto,0.0001578531965272297,0.0,0.0
ilgnd4h,9.020182658698839e-05,1.5256036879902868e-09,2.2550456646747097e-05
ilhhrb0,2.2550456646747097e-05,0.0,3.006727552899613e-05
ili2ae9,2.2550456646747097e-05,0.0,3.006727552899613e-05
ili7w93,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ww0kft,2.2550456646747097e-05,0.0,0.0
ilidu5g,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iliemui,6.765136994024129e-05,1.017069125326858e-09,2.2550456646747097e-05
ilig6ap,2.2550456646747097e-05,0.0,3.006727552899613e-05
ilk4s78,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ilk4wlu,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ilmmvib,2.2550456646747097e-05,0.0,3.006727552899613e-05
wyqazx,0.00018040365317397678,0.0,0.0
ilyhb1a,2.2550456646747097e-05,0.0,2.2550456646747097e-05
im0xcrg,2.2550456646747097e-05,0.0,2.2550456646747097e-05
im21j6s,2.2550456646747097e-05,0.0,2.2550456646747097e-05
im277yo,2.2550456646747097e-05,0.0,2.2550456646747097e-05
im66e96,2.2550456646747097e-05,0.0,3.006727552899613e-05
im6aesu,2.2550456646747097e-05,0.0,2.2550456646747097e-05
imegoz5,2.2550456646747097e-05,0.0,2.2550456646747097e-05
imeknkc,2.2550456646747097e-05,0.0,2.2550456646747097e-05
imk1qh1,2.2550456646747097e-05,0.0,2.2550456646747097e-05
imk275j,2.2550456646747097e-05,0.0,2.2550456646747097e-05
x4in5b,0.00011275228323373549,0.0,0.0
imwmzx5,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
imwr5et,2.2550456646747097e-05,0.0,3.006727552899613e-05
imwt6nj,2.2550456646747097e-05,0.0,2.2550456646747097e-05
in98coj,2.2550456646747097e-05,0.0,3.3825684970120644e-05
inha6n9,2.2550456646747097e-05,0.0,2.2550456646747097e-05
inotw67,4.5100913293494195e-05,2.542672813317145e-09,2.2550456646747097e-05
xb1gpg,0.00011275228323373549,0.0,0.0
inwwi7d,9.020182658698839e-05,4.576811063970861e-09,2.2550456646747097e-05
inwx402,6.765136994024129e-05,4.068276501307432e-09,3.006727552899613e-05
inwx6ls,4.5100913293494195e-05,3.0512073759805737e-09,3.3825684970120644e-05
inwzjaf,4.5100913293494195e-05,2.034138250653716e-09,3.6080730634795355e-05
inx3fdb,2.2550456646747097e-05,0.0,3.758409441124516e-05
inx7jcq,2.2550456646747097e-05,0.0,2.2550456646747097e-05
inxaaqj,2.2550456646747097e-05,0.0,3.3825684970120644e-05
inxm1xh,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
inxvf1d,2.2550456646747097e-05,0.0,3.3825684970120644e-05
inyhq5s,2.2550456646747097e-05,0.0,3.006727552899613e-05
inyrodn,2.2550456646747097e-05,0.0,2.2550456646747097e-05
inyuipe,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
inz0sey,2.2550456646747097e-05,0.0,3.3825684970120644e-05
xcbihx,2.2550456646747097e-05,0.0,0.0
io4514f,2.2550456646747097e-05,0.0,2.2550456646747097e-05
io4tcx5,2.2550456646747097e-05,0.0,2.2550456646747097e-05
xcll88,4.5100913293494195e-05,0.0,0.0
io6qrvs,4.5100913293494195e-05,5.593880189297719e-09,2.2550456646747097e-05
io6tn1y,4.5100913293494195e-05,1.017069125326858e-08,3.006727552899613e-05
io75eos,9.020182658698839e-05,1.3730433191912583e-08,3.3825684970120644e-05
io8gkl2,4.5100913293494195e-05,4.068276501307432e-09,3.006727552899613e-05
xd356e,0.0004961100462284361,0.0,0.0
io8k5nr,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
xd5e5x,0.00020295410982072387,0.0,0.0
io8v7mo,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
io8vquz,2.2550456646747097e-05,0.0,3.006727552899613e-05
io930fp,9.020182658698839e-05,1.5256036879902868e-09,2.2550456646747097e-05
io94fp4,2.2550456646747097e-05,0.0,2.2550456646747097e-05
xd6xs7,0.00018040365317397678,0.0,0.0
io97alu,2.2550456646747097e-05,0.0,2.2550456646747097e-05
io9ckdn,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
io9tj4x,2.2550456646747097e-05,0.0,3.6080730634795355e-05
io9y38f,6.765136994024129e-05,1.017069125326858e-09,2.2550456646747097e-05
io9y88x,2.2550456646747097e-05,0.0,2.2550456646747097e-05
io9y8p3,2.2550456646747097e-05,0.0,2.2550456646747097e-05
io9z23g,6.765136994024129e-05,2.034138250653716e-09,2.2550456646747097e-05
io9z6qw,2.2550456646747097e-05,0.0,2.2550456646747097e-05
io9z907,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioa48lj,6.765136994024129e-05,2.034138250653716e-09,2.2550456646747097e-05
ioabivy,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
ioadb7h,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioadre3,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioagv3n,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ioais5v,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioal6pl,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioalnww,4.5100913293494195e-05,2.034138250653716e-09,3.006727552899613e-05
ioap0ke,6.765136994024129e-05,2.034138250653716e-09,3.006727552899613e-05
ioaqnty,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ioaqyzj,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ioas08y,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ioat7ir,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioat91t,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ioauyde,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioav9uf,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ioawpod,2.2550456646747097e-05,0.0,3.006727552899613e-05
iob0eex,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iob74ng,2.2550456646747097e-05,0.0,3.3825684970120644e-05
iobg2bo,4.5100913293494195e-05,2.034138250653716e-09,2.2550456646747097e-05
iobgz84,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
iobis7m,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobk6da,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobky1u,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobl4hu,6.765136994024129e-05,8.136553002614864e-09,3.6080730634795355e-05
ioblvdh,2.2550456646747097e-05,0.0,3.6080730634795355e-05
iobnk34,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobpuny,4.5100913293494195e-05,4.068276501307432e-09,3.6080730634795355e-05
iobr1pi,4.5100913293494195e-05,4.576811063970861e-09,3.3825684970120644e-05
iobr9js,6.765136994024129e-05,5.08534562663429e-09,3.758409441124516e-05
iobspm6,4.5100913293494195e-05,3.0512073759805737e-09,3.006727552899613e-05
iobswm1,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobt9po,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobtdvz,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobtj2l,6.765136994024129e-05,3.0512073759805737e-09,3.3825684970120644e-05
iobtu9i,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobu65s,2.2550456646747097e-05,0.0,3.758409441124516e-05
iobu6am,6.765136994024129e-05,1.017069125326858e-09,2.2550456646747097e-05
iobua2n,2.2550456646747097e-05,0.0,3.006727552899613e-05
iobueji,2.2550456646747097e-05,0.0,2.2550456646747097e-05
xdlvz7,2.2550456646747097e-05,0.0,0.0
iobuz8o,4.5100913293494195e-05,1.017069125326858e-09,2.2550456646747097e-05
iobxgca,4.5100913293494195e-05,2.542672813317145e-09,3.758409441124516e-05
iobxmhb,2.2550456646747097e-05,0.0,3.8657925680137875e-05
xdmy6i,0.00033825684970120647,0.0,0.0
iobz8i5,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iobzi5x,2.2550456646747097e-05,0.0,2.2550456646747097e-05
ioc6160,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioc7vaz,2.2550456646747097e-05,0.0,3.006727552899613e-05
ioc9w3x,6.765136994024129e-05,2.542672813317145e-09,2.2550456646747097e-05
iocaf1j,2.2550456646747097e-05,0.0,3.006727552899613e-05
iocag6m,6.765136994024129e-05,3.0512073759805737e-09,3.006727552899613e-05
iocajmm,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ioccwir,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
iochio1,2.2550456646747097e-05,0.0,2.2550456646747097e-05
xdpy50,4.5100913293494195e-05,0.0,0.0
iochqta,4.5100913293494195e-05,5.08534562663429e-10,2.2550456646747097e-05
iochth6,4.5100913293494195e-05,2.034138250653716e-09,2.2550456646747097e-05
iochxll,6.765136994024129e-05,3.0512073759805737e-09,3.006727552899613e-05
ioci8c5,2.2550456646747097e-05,0.0,3.3825684970120644e-05
iocjeco,2.2550456646747097e-05,0.0,3.8657925680137875e-05
iockubx,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iocmjgz,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
iocpuje,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iocqoag,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iocwbzf,4.5100913293494195e-05,4.068276501307432e-09,3.6080730634795355e-05
iod4vmm,2.2550456646747097e-05,0.0,3.006727552899613e-05
iod5iis,4.5100913293494195e-05,1.017069125326858e-09,3.006727552899613e-05
iodhmvg,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iodkgpj,2.2550456646747097e-05,0.0,3.6080730634795355e-05
iodncd1,6.765136994024129e-05,1.5256036879902868e-09,2.2550456646747097e-05
iodpejh,2.2550456646747097e-05,0.0,2.2550456646747097e-05
iodpg7n,2.2550456646747097e-05,0.0,3.006727552899613e-05
iodthbr,4.5100913293494195e-05,1.5256036879902868e-09,3.3825684970120644e-05
iodvw2r,2.2550456646747097e-05,0.0,3.6080730634795355e-05
iodxwfa,4.5100913293494195e-05,3.0512073759805737e-09,2.2550456646747097e-05
iodzisk,9.020182658698839e-05,5.08534562663429e-09,3.006727552899613e-05
iodzrnv,2.2550456646747097e-05,0.0,3.3825684970120644e-05
ioe2clq,2.2550456646747097e-05,0.0,3.3825684970120644e-05
